0.0014766078525119356,21673
0.004010454325212373,21697
0.005709289934624124,8247
0.007253876006989567,18526
0.01815472435206175,19831
0.03042160526331928,22308
0.043398622789040754,5756
0.06079871290535838,19566
0.0734448968467337,18922
0.07798379009934486,22034
0.08007701162524797,19580
0.11275069838734689,22421
0.1570163990460612,19106
0.5603732619958895,21814
0.6148690481263178,11243
1.1302846674372753,21698
1.3235078822724797,22002
1.3732304012927192,18641
1.4493118750497147,22526
1.525760078586086,22026
1.665645658865019,22546
1.9154448901641148,22578
2.9196303889376143,16443
3.139169099215004,12389
3.210701108791486,23073
3.3493564502108426,23100
3.434698535150124,22263
3.587105969905301,17628
4.369580786886314,21777
4.719259966048929,22797
5.341074939172852,21933
5.732365074625445,21945
6.528897417812711,18464
7.102670837638002,10146
8.169974389641924,21825
8.275575518348703,23213
9.055406816753523,21893
9.06105798408389,18297
9.290274707037542,21858
9.712619288738955,22010
10.440307657994605,22807
10.90215788303426,23001
11.146177686455625,22792
11.198327271677552,18285
11.214211686750252,21810
12.769869903648893,21874
13.917428871391824,22269
14.741791246836936,10818
14.935074593655212,22441
15.117579929600986,19420
15.754518399179258,22192
16.327403946941097,22469
16.8477258813257,21582
17.873986555695257,20178
18.699292865540418,23019
19.09778407109832,22507
19.864091962298584,23159
20.520195238784783,22627
21.951456520240065,19769
23.995181113089675,22626
25.066762687318302,23072
25.902882936896273,23043
27.576304382208594,22320
27.86677572774528,23186
28.614590692027573,21862
29.712793140641793,18933
30.465021001852495,22478
30.995323642290852,16457
31.617669647170437,22410
34.29087890467848,16345
35.178104589370385,23173
35.35467768821865,23246
35.84570248621757,23008
37.02119631351834,22085
38.056143129713554,23212
40.53531055096675,22982
40.7391216096075,22981
40.85376417376653,22975
40.92319817589251,22978
41.43297905399567,22984
41.94381274518177,22976
41.99300675187398,22953
42.0438454941398,21327
42.219471649457184,22452
42.313198903545185,22959
42.383792220218865,22944
42.487657895224785,22956
42.51065257178826,22957
42.81033695354092,22964
43.239964912082584,21851
43.41111406891572,21929
44.56390590088235,22988
45.04262567013916,22444
45.11407195024606,22990
45.487754696777294,22983
45.770474816792536,22977
45.94152009647891,22969
46.43549129873238,22962
46.673818456487794,15249
46.83822615203068,21619
47.59844737597499,22577
48.430884148577846,22049
49.29876947987687,16451
49.92912992575102,22305
50.43369874745607,22330
50.61757423231033,23168
51.363964190091245,21633
52.17314150027241,22674
54.73220121614773,19967
54.73614818383836,23133
55.1352546662989,22524
57.254586737259395,22341
57.49235667828884,21715
58.996302014920445,22019
60.20624908569234,18310
60.268006761863276,20753
60.98088025684847,23060
61.0224761413838,22337
61.3355552240944,9156
62.1401816815262,22355
64.34823192567046,22731
64.8567212292,3807
66.81676706262347,22569
72.34198176270144,11615
72.46584354110338,22726
75.36320963005639,22031
76.0263812028727,16456
76.55934265471305,16713
76.87982751099324,21690
77.12082175687507,20752
78.23626819260419,22291
78.74003946934309,22455
83.04915812199866,23092
85.18237644297105,21721
88.2930732900401,21996
88.6926934290222,22396
91.53712495159081,22185
91.99752422673835,23081
95.48885093583415,23253
95.52418817200318,18510
96.96187530288266,18415
99.10978061637668,21982
101.29114737543104,21892
102.92639980240966,22282
105.44415659111407,19846
109.58452483217197,21970
111.30751949691661,21972
113.73961471379354,15362
114.19332487523141,22715
116.66776956512281,16331
116.81248586741448,22445
122.03227520603686,22533
122.65261849512794,18520
127.06514936158226,22498
131.11531643461987,21517
131.9665706518389,16336
132.39056889530823,16449
134.71995827878652,20968
135.15450900857508,16308
135.479077236542,22485
136.15814332291208,13259
137.08571994678152,9919
138.9235866363305,21824
144.2141865895992,16318
146.13412045379755,22728
147.4533010514591,21930
147.820936104429,23010
148.86308694940337,21684
151.19999242205586,22601
151.47610707124625,21811
151.69437143380856,18638
153.18935177289225,22764
155.70820186937434,22135
155.77594820269692,21789
157.4500908173676,22247
163.22823611839226,16487
165.72250056608408,22130
170.52459406729236,23042
173.4389885933711,16342
173.72613257395585,22973
173.99104038776622,22787
174.7876007077291,22985
174.82451311959437,22966
175.04344967420454,22949
175.23114595031848,22963
175.52695163079156,22950
175.57957892283108,22951
175.59609062635374,22968
175.66461322291443,22942
175.7104279989487,22970
175.71942679683917,22971
